4	-0.034103	0.007875	8.3551e-06
5	0	-0.035	4.66724e-06
6	0.0349	-0.002645	4.60088e-06
7	0.005275	0.0346	8.87483e-07
8	-0.02179	0.007875	2.3115e-05
9	-0.00815	0.001852	1.69219e-05
10	-0.00549	0.007875	1.73338e-05
11	-0.01364	0.016025	2.23597e-05
12	0.00549	0.007875	5.86217e-06
13	0.01364	-0.000275	1.31086e-05
14	0.02179	0.007875	1.23856e-05
15	0.01364	0.016025	9.3899e-06
16	-0.00815	-0.01575	7.62628e-06
17	0	-0.0239	1.16682e-05
18	0.0076	-0.018694	1.31113e-05
19	0.00549	-0.009727	1.23634e-05
24	-0.027392	-0.021787	9.11352e-07
25	0.023795	-0.025667	4.42731e-06
26	0.027392	0.021787	4.17371e-06
27	-0.019655	0.02896	7.2578e-06
28	-0.016932	0.00042	2.0593e-05
29	-0.006185	0.004583	1.67318e-05
30	-0.007877	0.013638	2.00333e-05
31	-0.019403	0.013638	2.32816e-05
32	0.007877	0.002112	1.00076e-05
33	0.019403	0.002112	1.31962e-05
34	0.019403	0.013638	1.12321e-05
35	0.007877	0.013638	6.69811e-06
36	-0.005763	-0.021513	1.01185e-05
37	0.004606	-0.022474	1.24802e-05
38	0.007933	-0.013884	1.33568e-05
39	-0.003292	-0.008295	6.18571e-06
40	-0.028872	0.019784	9.26602e-06
69	-0.034992	0.000759	6.84555e-06
70	-0.03433	-0.006817	4.96775e-06
71	-0.031858	-0.014494	2.95208e-06
72	-0.021126	-0.027905	1.05739e-06
73	-0.014126	-0.032023	2.70712e-06
74	-0.006949	-0.034303	3.94145e-06
75	0.007817	-0.034116	4.93369e-06
76	0.015964	-0.031147	4.75889e-06
77	0.02939	-0.019006	4.26929e-06
78	0.03317	-0.01117	4.33841e-06
79	0.034463	0.006106	4.88673e-06
80	0.031893	0.014416	4.85292e-06
81	0.021223	0.027832	2.83527e-06
82	0.013703	0.032206	1.08093e-06
83	-0.003421	0.034832	2.96314e-06
84	-0.011906	0.032913	5.13903e-06
85	-0.024799	0.024698	8.572e-06
86	-0.020372	0.003282	2.21984e-05
87	-0.013043	-0.000253	1.87588e-05
88	-0.010098	0.000535	1.7521e-05
89	-0.005961	0.010604	1.83644e-05
90	0.001913	-0.007828	9.85635e-06
91	-0.007083	-0.011719	5.95674e-06
92	-0.032379	0.013289	9.12414e-06
93	0.021064	-0.010068	8.4654e-06
94	0.000195	0.022841	4.15515e-06
